1238337901	48622	80	189870634	3241471387	4	6	16	101	101	5454	143420	141400
1238337901	64812	80	609698120	2446585429	4	6	16	45	45	2970	66052	65152
1238337901	36221	62134	609697803	3241471387	4	6	16	131	131	8646	186020	183400
1238337901	80	2588	2908670611	877875549	4	6	16	9	9	582	456	276
1238337901	59424	80	609697931	2446577108	4	6	16	2	2	132	104	64
1238337901	65535	65535	3241468042	837367666	2	1	255	25	25	1050	1600	1100
1238337901	61921	80	3491926332	2908670611	4	6	16	3	3	198	3052	2992
1238337901	57160	80	19497852	3241471386	4	6	17	1	1	54	40	20
1238337901	61921	80	3491926332	2908670611	4	6	24	1	1	66	132	112
1238337901	61921	80	3491926332	2908670611	4	6	17	1	1	66	52	32
1238337901	3783	80	983681490	2908670611	4	6	16	5	5	270	6040	5940
1238337901	2099	80	1264921632	2908670611	4	6	16	11	11	594	15400	15180
1238337901	80	58067	613331040	2908624170	4	6	16	25	25	1650	1300	800
1238337901	59424	80	609697931	2446577108	4	6	24	1	1	66	211	191
1238337901	59424	80	609697931	2446577108	4	6	17	1	1	66	52	32
1238337901	40881	54478	3241469417	208551314	4	6	16	11	11	726	572	352
1238337901	64930	1341	2502046810	2512113175	4	6	16	15	15	922	712	412
1238337901	64812	80	609698120	2446585429	4	6	24	2	2	132	1816	1776
1238337901	1798	6664	2820868137	3295580861	4	6	24	1	1	54	110	90
1238337901	49391	80	839950143	2908670611	4	6	16	17	17	918	24140	23800
1238337901	9106	51151	955783554	2908677624	4	6	16	9	9	486	360	180
1238337901	80	2827	3241471387	202636863	4	6	16	37	37	1998	1480	740
1238337901	53	54664	3413010761	2728877993	3	17	255	1	1	54	70	50
1238337901	18751	3124	3670878926	3241470141	4	6	24	1	1	54	294	274
1238337901	80	60370	3241471386	714401720	4	6	16	11	11	594	440	220
1238337901	63016	80	807057262	2908670611	4	6	16	20	20	1080	30000	29600
1238337901	1728	80	727430293	2908670611	4	6	16	3	3	162	4500	4440
